timestamp,vehicle_id,latitude,longitude,speed_kmph,battery_percent
2025-06-02 08:21:51,1,14.599986,120.984765,44.97,99.92
2025-06-02 08:21:52,2,14.600463,120.985423,37.66,99.85
2025-06-02 08:21:53,3,14.601017,120.985876,35.31,99.81
2025-06-02 08:21:54,4,14.601326,120.986204,42.42,99.77
2025-06-02 08:21:55,5,14.601857,120.986613,29.87,99.75
2025-06-02 08:21:56,6,14.602335,120.98712,54.66,99.73
2025-06-02 08:21:57,7,14.602846,120.987505,34.56,99.67
2025-06-02 08:21:58,8,14.603316,120.987945,33.99,99.59
2025-06-02 08:21:59,9,14.603711,120.988527,39.87,99.56
2025-06-02 08:22:00,10,14.604015,120.988894,42.09,99.51
2025-06-02 08:22:01,11,14.604532,120.989382,47.38,99.46
2025-06-02 08:22:02,12,14.60496,120.989836,25.21,99.39
2025-06-02 08:22:03,13,14.605284,120.990369,43.44,99.35
2025-06-02 08:22:05,14,14.605845,120.990972,33.23,99.28
2025-06-02 08:22:06,15,14.606314,120.991505,31.61,99.21
2025-06-02 08:22:07,16,14.606795,120.991894,35.21,99.19
2025-06-02 08:22:08,17,14.607431,120.992387,48.13,99.12
2025-06-02 08:22:09,18,14.607866,120.992923,43.62,99.03
2025-06-02 08:22:10,19,14.608523,120.993161,39.64,98.97
2025-06-02 08:22:11,20,14.608993,120.99367,40.87,98.96
2025-06-02 08:22:12,21,14.609529,120.994318,37.8,98.92
2025-06-02 08:22:13,22,14.609978,120.99491,31.92,98.86
2025-06-02 08:22:14,23,14.61053,120.99542,34.7,98.79
2025-06-02 08:22:15,24,14.610997,120.99588,32.98,98.77
2025-06-02 08:22:16,25,14.611523,120.996381,42.96,98.73
2025-06-02 08:22:17,26,14.611981,120.996847,25.85,98.69
2025-06-02 08:22:18,27,14.612521,120.997535,38.39,98.64
2025-06-02 08:22:19,28,14.613014,120.997843,42.58,98.59
2025-06-02 08:22:21,29,14.61376,120.998324,40.6,98.53
2025-06-02 08:22:22,30,14.614143,120.998938,39.65,98.47
2025-06-02 08:22:23,31,14.614553,120.999579,47.91,98.45
2025-06-02 08:22:24,32,14.615272,120.99998,45.87,98.41
2025-06-02 08:22:25,33,14.615721,121.000324,41.0,98.36
2025-06-02 08:22:26,34,14.616269,121.000733,29.38,98.28
2025-06-02 08:22:27,35,14.616736,121.001314,32.17,98.25
2025-06-02 08:22:28,36,14.617367,121.001653,42.27,98.2
2025-06-02 08:22:29,37,14.617945,121.002029,42.6,98.17
2025-06-02 08:22:30,38,14.618475,121.002555,45.22,98.12
2025-06-02 08:22:31,39,14.618998,121.003084,33.2,98.08
2025-06-02 08:22:32,40,14.619546,121.003465,58.66,98.02
2025-06-02 08:22:33,41,14.620124,121.004081,30.25,97.98
2025-06-02 08:22:34,42,14.620666,121.004663,49.63,97.9
2025-06-02 08:22:35,43,14.62109,121.005074,37.55,97.86
2025-06-02 08:22:36,44,14.621624,121.005601,39.23,97.8
2025-06-02 08:22:38,45,14.62227,121.006075,40.13,97.69
2025-06-02 08:22:39,46,14.622684,121.006468,46.26,97.63
2025-06-02 08:22:40,47,14.623255,121.007015,37.77,97.58
2025-06-02 08:22:41,48,14.623604,121.007471,31.53,97.52
2025-06-02 08:22:42,49,14.623979,121.007988,42.14,97.46
2025-06-02 08:22:43,50,14.624495,121.008494,31.16,97.43
2025-06-02 08:22:44,51,14.625051,121.009102,43.58,97.36
2025-06-02 08:22:45,52,14.625457,121.009654,26.22,97.3
2025-06-02 08:22:46,53,14.626342,121.010211,45.15,97.23
2025-06-02 08:22:47,54,14.626907,121.010679,49.54,97.16
2025-06-02 08:22:48,55,14.627384,121.011131,32.27,97.11
2025-06-02 08:22:49,56,14.627697,121.011699,63.15,97.09
2025-06-02 08:22:50,57,14.628306,121.012206,35.28,97.06
2025-06-02 08:22:51,58,14.628874,121.012633,32.85,97.01
2025-06-02 08:22:52,59,14.629309,121.013347,40.46,96.95
2025-06-02 08:22:53,60,14.629827,121.013781,19.75,96.88
2025-06-02 08:22:54,61,14.630316,121.014331,32.07,96.81
2025-06-02 08:22:56,62,14.630782,121.014784,28.0,96.78
2025-06-02 08:22:57,63,14.631323,121.015158,57.65,96.71
2025-06-02 08:22:58,64,14.631926,121.015506,61.22,96.67
2025-06-02 08:22:59,65,14.632355,121.01605,52.67,96.6
2025-06-02 08:23:00,66,14.632849,121.016226,30.73,96.57
2025-06-02 08:23:01,67,14.633225,121.016889,37.47,96.55
2025-06-02 08:23:02,68,14.633738,121.017533,35.6,96.53
2025-06-02 08:23:03,69,14.634239,121.017935,51.63,96.47
2025-06-02 08:23:04,70,14.634679,121.018442,41.99,96.43
2025-06-02 08:23:05,71,14.635245,121.019101,41.14,96.4
2025-06-02 08:23:06,72,14.63555,121.019586,61.33,96.34
2025-06-02 08:23:07,73,14.635987,121.020065,42.81,96.3
2025-06-02 08:23:08,74,14.636572,121.020601,34.11,96.26
2025-06-02 08:23:09,75,14.637103,121.021182,49.0,96.2
2025-06-02 08:23:11,76,14.637547,121.021757,31.71,96.14
2025-06-02 08:23:12,77,14.638059,121.022384,39.79,96.1
2025-06-02 08:23:13,78,14.638539,121.022863,45.47,96.03
2025-06-02 08:23:14,79,14.63912,121.023493,48.25,95.98
2025-06-02 08:23:15,80,14.639589,121.024026,46.82,95.93
2025-06-02 08:23:16,81,14.640148,121.024444,40.97,95.84
2025-06-02 08:23:17,82,14.640527,121.02506,29.94,95.77
2025-06-02 08:23:18,83,14.64109,121.025558,46.24,95.74
2025-06-02 08:23:19,84,14.641522,121.026156,40.76,95.69
2025-06-02 08:23:20,85,14.64199,121.026697,31.75,95.66
2025-06-02 08:23:21,86,14.642514,121.027222,31.78,95.62
2025-06-02 08:23:22,87,14.643038,121.027577,35.29,95.59
2025-06-02 08:23:23,88,14.643516,121.028108,32.82,95.51
2025-06-02 08:23:25,89,14.644,121.028606,48.58,95.48
2025-06-02 08:23:26,90,14.644471,121.029138,39.81,95.45
2025-06-02 08:23:27,91,14.645125,121.029627,45.19,95.39
2025-06-02 08:23:28,92,14.645585,121.03015,46.9,95.34
2025-06-02 08:23:29,93,14.646007,121.030652,40.98,95.28
2025-06-02 08:23:30,94,14.646603,121.031368,54.51,95.25
2025-06-02 08:23:31,95,14.647122,121.032087,48.72,95.21
2025-06-02 08:23:32,96,14.647562,121.032374,31.6,95.18
2025-06-02 08:23:33,97,14.648077,121.032908,32.41,95.09
2025-06-02 08:23:34,98,14.648519,121.033318,49.5,95.03
2025-06-02 08:23:35,99,14.649202,121.033936,26.8,94.99
2025-06-02 08:23:36,100,14.649837,121.034425,22.87,94.91
2025-06-02 08:23:38,101,14.59994,120.984701,24.06,99.95
2025-06-02 08:23:39,102,14.600502,120.985094,35.5,99.9
2025-06-02 08:23:40,103,14.601054,120.985665,41.2,99.87
2025-06-02 08:23:41,104,14.601682,120.986198,24.66,99.84
2025-06-02 08:23:42,105,14.602193,120.986816,55.51,99.79
2025-06-02 08:23:43,106,14.602869,120.987291,60.61,99.72
2025-06-02 08:23:44,107,14.603506,120.987695,46.45,99.65
2025-06-02 08:23:45,108,14.60383,120.988076,50.58,99.65
2025-06-02 08:23:46,109,14.604401,120.988727,37.31,99.59
2025-06-02 08:23:47,110,14.604763,120.989056,56.29,99.55
2025-06-02 08:23:48,111,14.60526,120.98935,43.84,99.5
2025-06-02 08:23:49,112,14.605827,120.989886,26.96,99.47
2025-06-02 08:23:50,113,14.606221,120.99038,34.86,99.4
2025-06-02 08:23:51,114,14.606772,120.990827,30.14,99.36
2025-06-02 08:23:52,115,14.607168,120.991272,38.93,99.34
2025-06-02 08:23:53,116,14.607672,120.991702,59.65,99.28
2025-06-02 08:23:55,117,14.608149,120.992263,38.88,99.22
2025-06-02 08:23:56,118,14.608592,120.992735,34.69,99.21
2025-06-02 08:23:57,119,14.609229,120.9934,24.85,99.17
2025-06-02 08:23:58,120,14.60976,120.994208,45.77,99.1
2025-06-02 08:23:59,121,14.610164,120.994547,38.72,99.04
2025-06-02 08:24:00,122,14.610522,120.994983,32.44,99.01
2025-06-02 08:24:01,123,14.61111,120.995482,56.87,98.93
2025-06-02 08:24:02,124,14.611524,120.996134,40.77,98.87
2025-06-02 08:24:03,125,14.612005,120.996546,29.63,98.85
2025-06-02 08:24:04,126,14.612696,120.996907,49.26,98.79
2025-06-02 08:24:05,127,14.613147,120.997347,33.49,98.76
2025-06-02 08:24:06,128,14.613564,120.997874,40.49,98.71
2025-06-02 08:24:07,129,14.613973,120.998317,37.61,98.64
2025-06-02 08:24:08,130,14.614376,120.998827,45.01,98.58
2025-06-02 08:24:09,131,14.61493,120.99926,23.31,98.52
2025-06-02 08:24:10,132,14.615249,120.999598,32.37,98.47
2025-06-02 08:24:12,133,14.615659,121.000162,42.6,98.45
2025-06-02 08:24:13,134,14.616038,121.000596,39.34,98.4
2025-06-02 08:24:14,135,14.616499,121.001197,31.4,98.36
2025-06-02 08:24:15,136,14.616886,121.00175,48.36,98.28
2025-06-02 08:24:16,137,14.617307,121.002308,15.28,98.23
2025-06-02 08:24:17,138,14.617746,121.002816,43.71,98.19
2025-06-02 08:24:18,139,14.618272,121.00335,51.68,98.15
2025-06-02 08:24:19,140,14.618729,121.00389,35.12,98.1
2025-06-02 08:24:20,141,14.619436,121.004477,42.9,98.06
2025-06-02 08:24:21,142,14.619895,121.004773,52.01,98.03
2025-06-02 08:24:22,143,14.62036,121.005275,21.29,97.95
2025-06-02 08:24:23,144,14.620838,121.005858,43.27,97.94
2025-06-02 08:24:24,145,14.621415,121.00621,42.36,97.87
2025-06-02 08:24:25,146,14.621874,121.006773,43.38,97.77
2025-06-02 08:24:27,147,14.622399,121.007227,41.82,97.74
2025-06-02 08:24:28,148,14.622813,121.007734,48.3,97.7
2025-06-02 08:24:29,149,14.623346,121.008338,44.79,97.66
2025-06-02 08:24:30,150,14.623748,121.008794,37.3,97.6
